precincts,tally_type,ballotID,rank1,rank2,rank3
25-112,Absentee Voting,000400377,Carolyn Merrival,skipped,skipped
25-112,Absentee Voting,000400378,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400379,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400380,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400381,Joyce McDonald,Carolyn Merrival,skipped
25-112,Absentee Voting,000400382,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400383,Joyce McDonald,Carolyn Merrival,Al Rose
25-112,Absentee Voting,000400384,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400385,Al Rose,skipped,skipped
25-112,Absentee Voting,000400386,Joyce McDonald,Al Rose,Carolyn Merrival
25-112,Absentee Voting,000400387,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400388,Carolyn Merrival,Joyce McDonald,skipped
25-112,Absentee Voting,000400389,Joyce McDonald,Al Rose,Carolyn Merrival
25-112,Absentee Voting,000400390,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400391,Joyce McDonald,skipped,skipped
25-116,Absentee Voting,000400392,Al Rose,skipped,skipped
25-116,Absentee Voting,000400393,Al Rose,Carolyn Merrival,Joyce McDonald
25-116,Absentee Voting,000400394,Carolyn Merrival,Joyce McDonald,Al Rose
25-116,Absentee Voting,000400395,Al Rose,Joyce McDonald,Carolyn Merrival
25-116,Absentee Voting,000400396,Al Rose,Carolyn Merrival,Joyce McDonald
25-116,Absentee Voting,000400397,Al Rose,Joyce McDonald,Carolyn Merrival
25-116,Absentee Voting,000400398,Al Rose,skipped,skipped
25-116,Absentee Voting,000400399,Joyce McDonald,Carolyn Merrival,Al Rose
25-116,Absentee Voting,000400400,Al Rose,skipped,skipped
25-116,Absentee Voting,000400401,Joyce McDonald,Al Rose,Carolyn Merrival
25-116,Absentee Voting,000400402,Joyce McDonald,Carolyn Merrival,Al Rose
25-116,Absentee Voting,000400403,Al Rose,Carolyn Merrival,Joyce McDonald
25-116,Absentee Voting,000400404,Carolyn Merrival,Al Rose,skipped
25-116,Absentee Voting,000400405,Carolyn Merrival,Al Rose,Joyce McDonald
25-116,Absentee Voting,000400406,Joyce McDonald,Carolyn Merrival,Al Rose
25-116,Absentee Voting,000400407,Joyce McDonald,skipped,skipped
25-116,Absentee Voting,000400408,Carolyn Merrival,Al Rose,skipped
25-116,Absentee Voting,000400409,Al Rose,Carolyn Merrival,skipped
25-116,Absentee Voting,000400410,Carolyn Merrival,Al Rose,Joyce McDonald
25-116,Absentee Voting,000400411,Al Rose,skipped,skipped
25-116,Absentee Voting,000400412,Al Rose,Carolyn Merrival,Joyce McDonald
25-116,Absentee Voting,000400413,Joyce McDonald,Carolyn Merrival,Al Rose
25-116,Absentee Voting,000400414,Joyce McDonald,skipped,skipped
25-116,Absentee Voting,000400415,Carolyn Merrival,skipped,skipped
25-116,Absentee Voting,000400416,Joyce McDonald,Al Rose,skipped
25-116,Absentee Voting,000400417,Joyce McDonald,skipped,skipped
25-116,Absentee Voting,000400418,Joyce McDonald,skipped,skipped
25-116,Absentee Voting,000400419,skipped,skipped,skipped
25-116,Absentee Voting,000400420,Joyce McDonald,Al Rose,skipped
25-116,Absentee Voting,000400421,Carolyn Merrival,Al Rose,skipped
25-116,Absentee Voting,000400422,Al Rose,Joyce McDonald,Carolyn Merrival
25-116,Absentee Voting,000400423,Al Rose,Joyce McDonald,Carolyn Merrival
25-116,Absentee Voting,000400424,Carolyn Merrival,Al Rose,Joyce McDonald
25-116,Absentee Voting,000400425,Al Rose,Carolyn Merrival,skipped
25-116,Absentee Voting,000400426,Joyce McDonald,skipped,skipped
25-116,Absentee Voting,000400427,skipped,skipped,skipped
25-116,Absentee Voting,000400428,Joyce McDonald,Carolyn Merrival,Al Rose
25-116,Absentee Voting,000400429,Joyce McDonald,Carolyn Merrival,Al Rose
25-116,Absentee Voting,000400430,Carolyn Merrival,Al Rose,skipped
25-116,Absentee Voting,000400431,Joyce McDonald,Al Rose,Carolyn Merrival
25-116,Absentee Voting,000400432,Joyce McDonald,Carolyn Merrival,Al Rose
25-116,Absentee Voting,000400433,Al Rose,skipped,skipped
25-116,Absentee Voting,000400434,Al Rose,Joyce McDonald,Carolyn Merrival
25-116,Absentee Voting,000400435,Joyce McDonald,skipped,skipped
25-116,Absentee Voting,000400436,skipped,skipped,skipped
25-116,Absentee Voting,000400437,Joyce McDonald,skipped,skipped
25-116,Absentee Voting,000400438,Al Rose,Carolyn Merrival,writein
25-116,Absentee Voting,000400439,Joyce McDonald,skipped,skipped
25-116,Absentee Voting,000400440,Al Rose,skipped,skipped
25-116,Absentee Voting,000400441,Al Rose,Joyce McDonald,Carolyn Merrival
25-116,Absentee Voting,000400442,Joyce McDonald,skipped,skipped
25-116,Absentee Voting,000400443,Carolyn Merrival,Al Rose,skipped
25-116,Absentee Voting,000400444,Al Rose,Carolyn Merrival,skipped
25-116,Absentee Voting,000400445,Joyce McDonald,skipped,skipped
25-116,Absentee Voting,000400446,Al Rose,Carolyn Merrival,Joyce McDonald
25-116,Absentee Voting,000400447,Al Rose,Carolyn Merrival,Joyce McDonald
25-116,Absentee Voting,000400448,Carolyn Merrival,skipped,skipped
25-116,Absentee Voting,000400449,Al Rose,Carolyn Merrival,skipped
25-116,Absentee Voting,000400450,Al Rose,skipped,skipped
25-116,Absentee Voting,000400451,Carolyn Merrival,Al Rose,Joyce McDonald
25-116,Absentee Voting,000400452,Carolyn Merrival,Al Rose,Joyce McDonald
25-116,Absentee Voting,000400453,Joyce McDonald,skipped,skipped
25-116,Absentee Voting,000400454,Al Rose,Carolyn Merrival,Joyce McDonald
25-117,Absentee Voting,000400455,Al Rose,Carolyn Merrival,skipped
25-117,Absentee Voting,000400456,Joyce McDonald,Al Rose,Carolyn Merrival
25-117,Absentee Voting,000400457,Joyce McDonald,Carolyn Merrival,Al Rose
25-117,Absentee Voting,000400458,Joyce McDonald,Al Rose,Carolyn Merrival
25-117,Absentee Voting,000400459,Al Rose,Carolyn Merrival,Joyce McDonald
25-117,Absentee Voting,000400460,Al Rose,Carolyn Merrival,Joyce McDonald
25-117,Absentee Voting,000400461,Carolyn Merrival,Carolyn Merrival,Carolyn Merrival
25-117,Absentee Voting,000400462,Joyce McDonald,skipped,skipped
25-117,Absentee Voting,000400463,Al Rose,Carolyn Merrival,Joyce McDonald
25-117,Absentee Voting,000400464,Joyce McDonald,Al Rose,Carolyn Merrival
25-117,Absentee Voting,000400465,Al Rose,Carolyn Merrival,skipped
25-117,Absentee Voting,000400466,Al Rose,Carolyn Merrival,Joyce McDonald
25-117,Absentee Voting,000400467,Joyce McDonald,skipped,skipped
25-117,Absentee Voting,000400468,skipped,skipped,skipped
25-117,Absentee Voting,000400469,Joyce McDonald,Al Rose,Joyce McDonald
25-117,Absentee Voting,000400470,Joyce McDonald,skipped,skipped
25-117,Absentee Voting,000400471,Al Rose,Joyce McDonald,Carolyn Merrival
25-117,Absentee Voting,000400472,Al Rose,Carolyn Merrival,skipped
25-117,Absentee Voting,000400473,Joyce McDonald,Al Rose,Carolyn Merrival
25-117,Absentee Voting,000400474,Carolyn Merrival,Al Rose,skipped
25-117,Absentee Voting,000400475,Carolyn Merrival,Al Rose,Joyce McDonald
25-117,Absentee Voting,000400476,skipped,skipped,skipped
25-117,Absentee Voting,000400477,Al Rose,Carolyn Merrival,Joyce McDonald
25-117,Absentee Voting,000400478,Al Rose,Joyce McDonald,Carolyn Merrival
25-117,Absentee Voting,000400479,Al Rose,Carolyn Merrival,Joyce McDonald
25-117,Absentee Voting,000400480,Carolyn Merrival,Al Rose,Joyce McDonald
25-117,Absentee Voting,000400481,Al Rose,Carolyn Merrival,Joyce McDonald
25-118,Absentee Voting,000400482,Joyce McDonald,skipped,skipped
25-118,Absentee Voting,000400483,Joyce McDonald,skipped,skipped
25-118,Absentee Voting,000400484,Al Rose,skipped,skipped
25-118,Absentee Voting,000400485,Joyce McDonald,skipped,skipped
25-118,Absentee Voting,000400486,Joyce McDonald,Al Rose,skipped
25-118,Absentee Voting,000400487,Al Rose,Joyce McDonald,skipped
25-118,Absentee Voting,000400488,Al Rose,Carolyn Merrival,Joyce McDonald
25-118,Absentee Voting,000400489,Carolyn Merrival,Al Rose,Joyce McDonald
25-118,Absentee Voting,000400490,Joyce McDonald,skipped,skipped
25-118,Absentee Voting,000400491,Al Rose,Joyce McDonald,Carolyn Merrival
25-118,Absentee Voting,000400492,Joyce McDonald,skipped,skipped
25-118,Absentee Voting,000400493,Al Rose,Carolyn Merrival,Joyce McDonald
25-118,Absentee Voting,000400494,Al Rose,skipped,skipped
25-118,Absentee Voting,000400495,Joyce McDonald,skipped,skipped
25-118,Absentee Voting,000400496,Joyce McDonald,skipped,skipped
25-118,Absentee Voting,000400497,Joyce McDonald,skipped,skipped
25-118,Absentee Voting,000400498,Joyce McDonald,skipped,skipped
25-118,Absentee Voting,000400499,Carolyn Merrival,skipped,skipped
25-118,Absentee Voting,000400500,Joyce McDonald,skipped,skipped
25-118,Absentee Voting,000400501,Joyce McDonald,skipped,skipped
25-118,Absentee Voting,000400502,Joyce McDonald,skipped,skipped
25-118,Absentee Voting,000400503,Al Rose,Joyce McDonald,Carolyn Merrival
25-118,Absentee Voting,000400504,skipped,skipped,skipped
25-118,Absentee Voting,000400505,Joyce McDonald,skipped,skipped
25-118,Absentee Voting,000400506,Joyce McDonald,Carolyn Merrival,Al Rose
25-118,Absentee Voting,000400507,skipped,skipped,skipped
25-118,Absentee Voting,000400508,overvote,overvote,overvote
25-118,Absentee Voting,000400509,Joyce McDonald,skipped,skipped
25-118,Absentee Voting,000400510,Joyce McDonald,skipped,skipped
25-118,Absentee Voting,000400511,Joyce McDonald,Carolyn Merrival,Al Rose
25-118,Absentee Voting,000400512,Carolyn Merrival,Al Rose,Joyce McDonald
25-118,Absentee Voting,000400513,Carolyn Merrival,Joyce McDonald,Al Rose
25-118,Absentee Voting,000400514,Al Rose,Joyce McDonald,Carolyn Merrival
25-118,Absentee Voting,000400515,Carolyn Merrival,Joyce McDonald,Al Rose
25-118,Absentee Voting,000400516,skipped,skipped,skipped
25-118,Absentee Voting,000400517,Carolyn Merrival,skipped,skipped
25-118,Absentee Voting,000400518,Carolyn Merrival,Al Rose,Joyce McDonald
25-118,Absentee Voting,000400519,Al Rose,skipped,skipped
25-118,Absentee Voting,000400520,Al Rose,Carolyn Merrival,Joyce McDonald
25-118,Absentee Voting,000400521,Al Rose,Joyce McDonald,Carolyn Merrival
25-118,Absentee Voting,000400522,Carolyn Merrival,Al Rose,Joyce McDonald
25-118,Absentee Voting,000400523,Al Rose,Carolyn Merrival,skipped
25-118,Absentee Voting,000400524,Joyce McDonald,Al Rose,Carolyn Merrival
25-118,Absentee Voting,000400525,Carolyn Merrival,Al Rose,Joyce McDonald
25-118,Absentee Voting,000400526,Carolyn Merrival,Al Rose,Joyce McDonald
25-118,Absentee Voting,000400527,Carolyn Merrival,skipped,skipped
25-118,Absentee Voting,000400528,skipped,skipped,skipped
25-118,Absentee Voting,000400529,Joyce McDonald,Carolyn Merrival,Al Rose
25-118,Absentee Voting,000400530,Al Rose,Joyce McDonald,Carolyn Merrival
25-118,Absentee Voting,000400531,Al Rose,Joyce McDonald,Carolyn Merrival
25-118,Absentee Voting,000400532,Joyce McDonald,Al Rose,Carolyn Merrival
25-118,Absentee Voting,000400533,Joyce McDonald,Carolyn Merrival,Al Rose
25-136,Absentee Voting,000400834,Joyce McDonald,skipped,skipped
25-136,Absentee Voting,000400835,Joyce McDonald,skipped,Carolyn Merrival
25-136,Absentee Voting,000400836,Joyce McDonald,skipped,skipped
25-137,Absentee Voting,000400837,Joyce McDonald,skipped,skipped
25-137,Absentee Voting,000400838,Joyce McDonald,skipped,skipped
25-137,Absentee Voting,000400839,Carolyn Merrival,Al Rose,skipped
25-137,Absentee Voting,000400840,Joyce McDonald,skipped,skipped
25-137,Absentee Voting,000400841,Joyce McDonald,skipped,skipped
25-137,Absentee Voting,000400842,Al Rose,Carolyn Merrival,Joyce McDonald
25-137,Absentee Voting,000400843,Joyce McDonald,Carolyn Merrival,Al Rose
25-137,Absentee Voting,000400844,Joyce McDonald,skipped,skipped
25-137,Absentee Voting,000400845,Al Rose,Carolyn Merrival,skipped
25-137,Absentee Voting,000400846,Carolyn Merrival,Al Rose,skipped
25-137,Absentee Voting,000400847,Carolyn Merrival,skipped,skipped
25-137,Absentee Voting,000400848,Al Rose,Carolyn Merrival,Joyce McDonald
25-137,Absentee Voting,000400849,Joyce McDonald,Al Rose,Carolyn Merrival
25-137,Absentee Voting,000400850,Carolyn Merrival,Joyce McDonald,Al Rose
25-137,Absentee Voting,000400851,Joyce McDonald,skipped,skipped
25-137,Absentee Voting,000400852,Joyce McDonald,skipped,skipped
25-137,Absentee Voting,000400853,Joyce McDonald,skipped,skipped
25-137,Absentee Voting,000400854,Joyce McDonald,Carolyn Merrival,Al Rose
25-137,Absentee Voting,000400855,Joyce McDonald,skipped,skipped
25-137,Absentee Voting,000400856,Al Rose,Carolyn Merrival,Joyce McDonald
25-137,Absentee Voting,000400857,Al Rose,Carolyn Merrival,Joyce McDonald
25-137,Absentee Voting,000400858,Al Rose,Carolyn Merrival,Joyce McDonald
25-137,Absentee Voting,000400859,Joyce McDonald,skipped,skipped
25-137,Absentee Voting,000400860,Joyce McDonald,skipped,skipped
25-137,Absentee Voting,000400861,Joyce McDonald,Carolyn Merrival,Al Rose
25-137,Absentee Voting,000400862,Joyce McDonald,skipped,skipped
25-137,Absentee Voting,000400863,Joyce McDonald,Al Rose,Carolyn Merrival
25-137,Absentee Voting,000400864,Al Rose,Carolyn Merrival,Joyce McDonald
25-137,Absentee Voting,000400865,Al Rose,skipped,skipped
25-137,Absentee Voting,000400866,Al Rose,Carolyn Merrival,Joyce McDonald
25-137,Absentee Voting,000400867,Carolyn Merrival,Al Rose,skipped
25-137,Absentee Voting,000400868,Carolyn Merrival,skipped,skipped
25-137,Absentee Voting,000400869,Carolyn Merrival,skipped,skipped
25-137,Absentee Voting,000400870,Joyce McDonald,Carolyn Merrival,Al Rose
25-137,Absentee Voting,000400871,Joyce McDonald,skipped,skipped
25-137,Absentee Voting,000400872,Joyce McDonald,skipped,skipped
25-137,Absentee Voting,000400873,Joyce McDonald,skipped,skipped
25-137,Absentee Voting,000400874,Joyce McDonald,Carolyn Merrival,Al Rose
25-137,Absentee Voting,000400875,Joyce McDonald,Carolyn Merrival,Al Rose
25-137,Absentee Voting,000400876,Joyce McDonald,Al Rose,skipped
25-137,Absentee Voting,000400877,Joyce McDonald,Al Rose,Carolyn Merrival
25-137,Absentee Voting,000400878,Joyce McDonald,Carolyn Merrival,Al Rose
25-137,Absentee Voting,000400879,Joyce McDonald,Joyce McDonald,Joyce McDonald
25-137,Absentee Voting,000400880,Joyce McDonald,Joyce McDonald,Joyce McDonald
25-137,Absentee Voting,000400881,Carolyn Merrival,Al Rose,Al Rose
25-137,Absentee Voting,000400882,Carolyn Merrival,skipped,skipped
25-137,Absentee Voting,000400883,Joyce McDonald,skipped,skipped
25-137,Absentee Voting,000400884,Joyce McDonald,Al Rose,Carolyn Merrival
25-137,Absentee Voting,000400885,Carolyn Merrival,Joyce McDonald,Al Rose
25-137,Absentee Voting,000400886,Joyce McDonald,skipped,skipped
25-137,Absentee Voting,000400887,Al Rose,skipped,skipped
25-137,Absentee Voting,000400888,skipped,skipped,skipped
25-137,Absentee Voting,000400889,Al Rose,skipped,skipped
25-137,Absentee Voting,000400890,Carolyn Merrival,skipped,skipped
25-137,Absentee Voting,000400891,Joyce McDonald,Carolyn Merrival,Al Rose
25-137,Absentee Voting,000400892,skipped,skipped,skipped
25-137,Absentee Voting,000400893,Al Rose,Carolyn Merrival,Joyce McDonald
25-137,Absentee Voting,000400894,Al Rose,Joyce McDonald,Carolyn Merrival
25-137,Absentee Voting,000400895,Carolyn Merrival,Al Rose,Joyce McDonald
25-137,Absentee Voting,000400896,Carolyn Merrival,skipped,skipped
25-137,Absentee Voting,000400897,Carolyn Merrival,Joyce McDonald,skipped
25-137,Absentee Voting,000400898,Joyce McDonald,Carolyn Merrival,Al Rose
25-137,Absentee Voting,000400899,Joyce McDonald,skipped,skipped
25-137,Absentee Voting,000400900,Joyce McDonald,skipped,skipped
25-137,Absentee Voting,000400901,Joyce McDonald,skipped,skipped
25-137,Absentee Voting,000400902,Al Rose,Joyce McDonald,skipped
25-137,Absentee Voting,000400903,Carolyn Merrival,Al Rose,skipped
25-137,Absentee Voting,000400904,Joyce McDonald,skipped,skipped
25-137,Absentee Voting,000400905,Joyce McDonald,skipped,skipped
25-137,Absentee Voting,000400906,Joyce McDonald,skipped,skipped
25-137,Absentee Voting,000400907,skipped,skipped,skipped
25-137,Absentee Voting,000400908,Al Rose,Carolyn Merrival,Joyce McDonald
25-137,Absentee Voting,000400909,Carolyn Merrival,Joyce McDonald,Al Rose
25-137,Absentee Voting,000400910,Joyce McDonald,Joyce McDonald,Joyce McDonald
25-137,Absentee Voting,000400911,skipped,skipped,skipped
25-137,Absentee Voting,000400912,Carolyn Merrival,skipped,skipped
25-137,Absentee Voting,000400913,Joyce McDonald,skipped,skipped
25-137,Absentee Voting,000400914,Carolyn Merrival,skipped,skipped
25-137,Absentee Voting,000400915,Al Rose,Joyce McDonald,Carolyn Merrival
25-138,Absentee Voting,000400916,skipped,skipped,skipped
25-138,Absentee Voting,000400917,Joyce McDonald,writein,writein
25-138,Absentee Voting,000400918,Joyce McDonald,Carolyn Merrival,skipped
25-138,Absentee Voting,000400919,Al Rose,Carolyn Merrival,Joyce McDonald
25-138,Absentee Voting,000400920,Al Rose,Joyce McDonald,Carolyn Merrival
25-138,Absentee Voting,000400921,Joyce McDonald,skipped,skipped
25-138,Absentee Voting,000400922,Joyce McDonald,skipped,skipped
25-138,Absentee Voting,000400923,Joyce McDonald,Al Rose,Carolyn Merrival
25-138,Absentee Voting,000400924,Joyce McDonald,skipped,skipped
25-138,Absentee Voting,000400925,Joyce McDonald,skipped,skipped
25-138,Absentee Voting,000400926,Joyce McDonald,Al Rose,Carolyn Merrival
25-138,Absentee Voting,000400927,Joyce McDonald,Al Rose,Carolyn Merrival
25-138,Absentee Voting,000400928,Joyce McDonald,Al Rose,Carolyn Merrival
25-138,Absentee Voting,000400929,Joyce McDonald,skipped,skipped
25-138,Absentee Voting,000400930,Joyce McDonald,Al Rose,Carolyn Merrival
25-138,Absentee Voting,000400931,Joyce McDonald,skipped,skipped
25-138,Absentee Voting,000400932,skipped,skipped,skipped
25-138,Absentee Voting,000400933,skipped,skipped,skipped
25-138,Absentee Voting,000400934,Al Rose,Joyce McDonald,Carolyn Merrival
25-138,Absentee Voting,000400935,Joyce McDonald,Carolyn Merrival,Al Rose
25-138,Absentee Voting,000400936,Carolyn Merrival,skipped,skipped
25-138,Absentee Voting,000400937,Al Rose,Carolyn Merrival,Joyce McDonald
25-138,Absentee Voting,000400938,Joyce McDonald,Al Rose,Carolyn Merrival
25-138,Absentee Voting,000400939,Joyce McDonald,skipped,skipped
25-138,Absentee Voting,000400940,Al Rose,Carolyn Merrival,Joyce McDonald
25-138,Absentee Voting,000400941,Al Rose,Carolyn Merrival,skipped
25-138,Absentee Voting,000400942,Joyce McDonald,Al Rose,Carolyn Merrival
25-138,Absentee Voting,000400943,Al Rose,Carolyn Merrival,skipped
25-138,Absentee Voting,000400944,Joyce McDonald,skipped,skipped
25-138,Absentee Voting,000400945,Joyce McDonald,skipped,skipped
25-138,Absentee Voting,000400946,Al Rose,skipped,skipped
25-138,Absentee Voting,000400947,Joyce McDonald,skipped,skipped
