BallotType,BatchId,CountingGroup,CvrNumber,ImprintedId,PrecinctPortion,RecordId,TabulatorNum,rank1,rank2,rank3,rank4,rank5
8 (8),334,Vote by Mail,7250,1009-334-326,262000 (0057),326,1009,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,NICK PILCH
8 (8),334,Vote by Mail,7251,1009-334-251,262000 (0057),251,1009,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO,NICK PILCH
8 (8),334,Vote by Mail,7252,1009-334-206,262000 (0057),206,1009,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,NICK PILCH,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ
8 (8),334,Vote by Mail,7253,1009-334-17,262000 (0057),17,1009,skipped,overvote,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,skipped
8 (8),334,Vote by Mail,7254,1009-334-659,262000 (0057),659,1009,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),334,Vote by Mail,7255,1009-334-529,262000 (0057),529,1009,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),334,Vote by Mail,7256,1009-334-396,262000 (0057),396,1009,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),334,Vote by Mail,7257,1009-334-306,262000 (0057),306,1009,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,skipped,skipped
8 (8),334,Vote by Mail,7258,1009-334-246,262000 (0057),246,1009,JENNIFER HANSEN ROMERO,skipped,skipped,skipped,skipped
8 (8),334,Vote by Mail,7259,1009-334-179,262000 (0057),179,1009,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO,NICK PILCH
8 (8),334,Vote by Mail,7260,1009-334-144,262000 (0057),144,1009,JENNIFER HANSEN ROMERO,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),334,Vote by Mail,7261,1009-334-30,262000 (0057),30,1009,NICK PILCH,ROBIN D  LOPEZ,NICK PILCH,NICK PILCH,NICK PILCH
8 (8),334,Vote by Mail,7262,1009-334-674,262000 (0057),674,1009,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,overvote,JOHN ANTHONY MIKI
8 (8),334,Vote by Mail,7263,1009-334-524,262000 (0057),524,1009,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),334,Vote by Mail,7264,1009-334-519,262000 (0057),519,1009,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),334,Vote by Mail,7265,1009-334-406,262000 (0057),406,1009,overvote,skipped,skipped,skipped,skipped
8 (8),334,Vote by Mail,7266,1009-334-401,262000 (0057),401,1009,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,NICK PILCH,JEREMIAH GARRETT PINGUELO
8 (8),334,Vote by Mail,7267,1009-334-311,262000 (0057),311,1009,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,skipped
8 (8),334,Vote by Mail,7268,1009-334-115,262000 (0057),115,1009,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,NICK PILCH,skipped,skipped
8 (8),334,Vote by Mail,7269,1009-334-35,262000 (0057),35,1009,NICK PILCH,ROBIN D  LOPEZ,NICK PILCH,NICK PILCH,NICK PILCH
8 (8),334,Vote by Mail,7270,1009-334-694,262000 (0057),694,1009,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),334,Vote by Mail,7271,1009-334-689,262000 (0057),689,1009,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),334,Vote by Mail,7272,1009-334-579,262000 (0057),579,1009,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),334,Vote by Mail,7273,1009-334-574,262000 (0057),574,1009,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,JOHN ANTHONY MIKI,NICK PILCH
8 (8),334,Vote by Mail,7274,1009-334-569,262000 (0057),569,1009,JENNIFER HANSEN ROMERO,overvote,JEREMIAH GARRETT PINGUELO,JOHN ANTHONY MIKI,NICK PILCH
8 (8),334,Vote by Mail,7275,1009-334-444,262000 (0057),444,1009,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,NICK PILCH,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ
8 (8),334,Vote by Mail,7276,1009-334-434,262000 (0057),434,1009,JOHN ANTHONY MIKI,overvote,ROBIN D  LOPEZ,skipped,skipped
8 (8),334,Vote by Mail,7277,1009-334-346,262000 (0057),346,1009,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,skipped,skipped
8 (8),334,Vote by Mail,7278,1009-334-286,262000 (0057),286,1009,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),334,Vote by Mail,7279,1009-334-226,262000 (0057),226,1009,NICK PILCH,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,skipped,skipped
8 (8),334,Vote by Mail,7280,1009-334-221,262000 (0057),221,1009,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO
8 (8),334,Vote by Mail,7281,1009-334-174,262000 (0057),174,1009,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH
8 (8),334,Vote by Mail,7282,1009-334-139,262000 (0057),139,1009,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,skipped,skipped
8 (8),334,Vote by Mail,7283,1009-334-99,262000 (0057),99,1009,JENNIFER HANSEN ROMERO,skipped,skipped,skipped,skipped
8 (8),334,Vote by Mail,7284,1009-334-43,262000 (0057),43,1009,NICK PILCH,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),334,Vote by Mail,7285,1009-334-669,262000 (0057),669,1009,NICK PILCH,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),334,Vote by Mail,7286,1009-334-664,262000 (0057),664,1009,JENNIFER HANSEN ROMERO,NICK PILCH,JOHN ANTHONY MIKI,skipped,skipped
8 (8),334,Vote by Mail,7287,1009-334-554,262000 (0057),554,1009,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,skipped,JENNIFER HANSEN ROMERO
8 (8),334,Vote by Mail,7288,1009-334-449,262000 (0057),449,1009,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),334,Vote by Mail,7289,1009-334-341,262000 (0057),341,1009,JOHN ANTHONY MIKI,NICK PILCH,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),334,Vote by Mail,7290,1009-334-271,262000 (0057),271,1009,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),334,Vote by Mail,7291,1009-334-149,262000 (0057),149,1009,JENNIFER HANSEN ROMERO,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),334,Vote by Mail,7292,1009-334-105,262000 (0057),105,1009,JENNIFER HANSEN ROMERO,skipped,skipped,skipped,skipped
8 (8),334,Vote by Mail,7293,1009-334-55,262000 (0057),55,1009,JENNIFER HANSEN ROMERO,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),334,Vote by Mail,7294,1009-334-773,262000 (0057),773,1009,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,NICK PILCH,ROBIN D  LOPEZ,skipped
8 (8),334,Vote by Mail,7295,1009-334-772,262000 (0057),772,1009,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),334,Vote by Mail,7296,1009-334-767,262000 (0057),767,1009,NICK PILCH,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),334,Vote by Mail,7297,1009-334-619,262000 (0057),619,1009,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,NICK PILCH,JOHN ANTHONY MIKI,skipped
8 (8),334,Vote by Mail,7298,1009-334-499,262000 (0057),499,1009,NICK PILCH,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),334,Vote by Mail,7299,1009-334-386,262000 (0057),386,1009,ROBIN D  LOPEZ,NICK PILCH,JOHN ANTHONY MIKI,overvote,JENNIFER HANSEN ROMERO
8 (8),334,Vote by Mail,7300,1009-334-236,262000 (0057),236,1009,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,skipped
8 (8),334,Vote by Mail,7301,1009-334-134,262000 (0057),134,1009,NICK PILCH,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),334,Vote by Mail,7302,1009-334-50,262000 (0057),50,1009,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),334,Vote by Mail,7303,1009-334-726,262000 (0057),726,1009,ROBIN D  LOPEZ,skipped,skipped,skipped,skipped
8 (8),334,Vote by Mail,7304,1009-334-721,262000 (0057),721,1009,JOHN ANTHONY MIKI,NICK PILCH,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,skipped
8 (8),334,Vote by Mail,7305,1009-334-564,262000 (0057),564,1009,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JEREMIAH GARRETT PINGUELO
8 (8),334,Vote by Mail,7306,1009-334-559,262000 (0057),559,1009,JOHN ANTHONY MIKI,NICK PILCH,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO
8 (8),334,Vote by Mail,7307,1009-334-422,262000 (0057),422,1009,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,NICK PILCH,ROBIN D  LOPEZ,skipped
8 (8),334,Vote by Mail,7308,1009-334-421,262000 (0057),421,1009,NICK PILCH,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,skipped,skipped
8 (8),334,Vote by Mail,7309,1009-334-416,262000 (0057),416,1009,JOHN ANTHONY MIKI,skipped,skipped,skipped,skipped
8 (8),334,Vote by Mail,7310,1009-334-301,262000 (0057),301,1009,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,NICK PILCH,JEREMIAH GARRETT PINGUELO
8 (8),334,Vote by Mail,7311,1009-334-299,262000 (0057),299,1009,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,JOHN ANTHONY MIKI,NICK PILCH,JENNIFER HANSEN ROMERO
8 (8),334,Vote by Mail,7312,1009-334-241,262000 (0057),241,1009,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,skipped,skipped
8 (8),334,Vote by Mail,7313,1009-334-168,262000 (0057),168,1009,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO,NICK PILCH,ROBIN D  LOPEZ
8 (8),334,Vote by Mail,7314,1009-334-644,262000 (0057),644,1009,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),334,Vote by Mail,7315,1009-334-639,262000 (0057),639,1009,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),334,Vote by Mail,7316,1009-334-509,262000 (0057),509,1009,NICK PILCH,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ
8 (8),334,Vote by Mail,7317,1009-334-504,262000 (0057),504,1009,ROBIN D  LOPEZ,NICK PILCH,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,skipped
8 (8),334,Vote by Mail,7318,1009-334-356,262000 (0057),356,1009,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),334,Vote by Mail,7319,1009-334-281,262000 (0057),281,1009,JOHN ANTHONY MIKI,NICK PILCH,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ
8 (8),334,Vote by Mail,7320,1009-334-211,262000 (0057),211,1009,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),334,Vote by Mail,7321,1009-334-70,262000 (0057),70,1009,JOHN ANTHONY MIKI,skipped,skipped,skipped,skipped
8 (8),334,Vote by Mail,7322,1009-334-629,262000 (0057),629,1009,ROBIN D  LOPEZ,NICK PILCH,JEREMIAH GARRETT PINGUELO,skipped,skipped
8 (8),334,Vote by Mail,7323,1009-334-624,262000 (0057),624,1009,JEREMIAH GARRETT PINGUELO,JOHN ANTHONY MIKI,skipped,skipped,skipped
8 (8),334,Vote by Mail,7324,1009-334-479,262000 (0057),479,1009,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),334,Vote by Mail,7325,1009-334-361,262000 (0057),361,1009,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),334,Vote by Mail,7326,1009-334-276,262000 (0057),276,1009,NICK PILCH,JEREMIAH GARRETT PINGUELO,skipped,skipped,skipped
8 (8),334,Vote by Mail,7327,1009-334-154,262000 (0057),154,1009,NICK PILCH,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,skipped,skipped
8 (8),334,Vote by Mail,7328,1009-334-85,262000 (0057),85,1009,ROBIN D  LOPEZ,NICK PILCH,JEREMIAH GARRETT PINGUELO,skipped,skipped
8 (8),334,Vote by Mail,7329,1009-334-634,262000 (0057),634,1009,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,skipped,skipped
8 (8),334,Vote by Mail,7330,1009-334-514,262000 (0057),514,1009,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,skipped,skipped
8 (8),334,Vote by Mail,7331,1009-334-376,262000 (0057),376,1009,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,NICK PILCH
8 (8),334,Vote by Mail,7332,1009-334-296,262000 (0057),296,1009,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,skipped,skipped
8 (8),334,Vote by Mail,7333,1009-334-114,262000 (0057),114,1009,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,skipped,skipped
8 (8),334,Vote by Mail,7334,1009-334-80,262000 (0057),80,1009,NICK PILCH,skipped,skipped,skipped,skipped
8 (8),334,Vote by Mail,7335,1009-334-684,262000 (0057),684,1009,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,skipped,skipped,skipped
8 (8),334,Vote by Mail,7336,1009-334-679,262000 (0057),679,1009,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH
8 (8),334,Vote by Mail,7337,1009-334-549,262000 (0057),549,1009,JOHN ANTHONY MIKI,NICK PILCH,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),334,Vote by Mail,7338,1009-334-544,262000 (0057),544,1009,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,NICK PILCH
8 (8),334,Vote by Mail,7339,1009-334-266,262000 (0057),266,1009,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,skipped,skipped,JEREMIAH GARRETT PINGUELO
8 (8),334,Vote by Mail,7340,1009-334-184,262000 (0057),184,1009,NICK PILCH,skipped,skipped,skipped,skipped
8 (8),334,Vote by Mail,7341,1009-334-104,262000 (0057),104,1009,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,skipped,skipped
8 (8),334,Vote by Mail,7344,1009-334-759,262000 (0057),759,1009,JOHN ANTHONY MIKI,Write in,JENNIFER HANSEN ROMERO,skipped,skipped
8 (8),334,Vote by Mail,7345,1009-334-366,262000 (0057),366,1009,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),334,Vote by Mail,7346,1009-334-5,262000 (0057),5,1009,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,skipped,skipped
8 (8),334,Vote by Mail,7350,1009-334-539,262000 (0057),539,1009,NICK PILCH,JEREMIAH GARRETT PINGUELO,JOHN ANTHONY MIKI,Write in,JENNIFER HANSEN ROMERO
8 (8),334,Vote by Mail,7353,1009-334-189,262000 (0057),189,1009,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO,Write in
8 (8),334,Vote by Mail,7355,1009-334-94,262000 (0057),94,1009,NICK PILCH,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,Write in
8 (8),197,Vote by Mail,7367,1013-197-577,261300 (0056),577,1013,NICK PILCH,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO
8 (8),197,Vote by Mail,7368,1013-197-442,261300 (0056),442,1013,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,NICK PILCH,skipped,skipped
8 (8),197,Vote by Mail,7369,1013-197-340,261300 (0056),340,1013,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,skipped,skipped
8 (8),197,Vote by Mail,7370,1013-197-261,261300 (0056),261,1013,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),197,Vote by Mail,7371,1013-197-260,261300 (0056),260,1013,JENNIFER HANSEN ROMERO,NICK PILCH,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ
8 (8),197,Vote by Mail,7372,1013-197-10,261300 (0056),10,1013,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,skipped,skipped
8 (8),197,Vote by Mail,7373,1013-197-538,261300 (0056),538,1013,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),197,Vote by Mail,7374,1013-197-422,261300 (0056),422,1013,JEREMIAH GARRETT PINGUELO,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JENNIFER HANSEN ROMERO
8 (8),197,Vote by Mail,7375,1013-197-417,261300 (0056),417,1013,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,NICK PILCH,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ
8 (8),197,Vote by Mail,7376,1013-197-314,261300 (0056),314,1013,NICK PILCH,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),197,Vote by Mail,7377,1013-197-245,261300 (0056),245,1013,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),197,Vote by Mail,7378,1013-197-194,261300 (0056),194,1013,JOHN ANTHONY MIKI,NICK PILCH,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),197,Vote by Mail,7379,1013-197-148,261300 (0056),148,1013,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,skipped,skipped
8 (8),197,Vote by Mail,7380,1013-197-3,261300 (0056),3,1013,ROBIN D  LOPEZ,NICK PILCH,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),197,Vote by Mail,7381,1013-197-628,261300 (0056),628,1013,JENNIFER HANSEN ROMERO,NICK PILCH,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,skipped
8 (8),197,Vote by Mail,7382,1013-197-623,261300 (0056),623,1013,NICK PILCH,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),197,Vote by Mail,7383,1013-197-617,261300 (0056),617,1013,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),197,Vote by Mail,7385,1013-197-335,261300 (0056),335,1013,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,skipped
8 (8),197,Vote by Mail,7386,1013-197-278,261300 (0056),278,1013,JENNIFER HANSEN ROMERO,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),197,Vote by Mail,7387,1013-197-275,261300 (0056),275,1013,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,NICK PILCH,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO
8 (8),197,Vote by Mail,7388,1013-197-236,261300 (0056),236,1013,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),197,Vote by Mail,7389,1013-197-199,261300 (0056),199,1013,JEREMIAH GARRETT PINGUELO,NICK PILCH,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO
8 (8),197,Vote by Mail,7390,1013-197-136,261300 (0056),136,1013,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,NICK PILCH,skipped,skipped
8 (8),197,Vote by Mail,7391,1013-197-9,261300 (0056),9,1013,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,JOHN ANTHONY MIKI,skipped,skipped
8 (8),197,Vote by Mail,7392,1013-197-611,261300 (0056),611,1013,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,skipped,skipped,skipped
8 (8),197,Vote by Mail,7393,1013-197-607,261300 (0056),607,1013,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,skipped,skipped,skipped
8 (8),197,Vote by Mail,7394,1013-197-498,261300 (0056),498,1013,ROBIN D  LOPEZ,NICK PILCH,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),197,Vote by Mail,7395,1013-197-385,261300 (0056),385,1013,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),197,Vote by Mail,7396,1013-197-310,261300 (0056),310,1013,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ
8 (8),197,Vote by Mail,7397,1013-197-239,261300 (0056),239,1013,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,skipped,skipped
8 (8),197,Vote by Mail,7398,1013-197-163,261300 (0056),163,1013,JEREMIAH GARRETT PINGUELO,JOHN ANTHONY MIKI,NICK PILCH,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ
8 (8),197,Vote by Mail,7399,1013-197-86,261300 (0056),86,1013,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),197,Vote by Mail,7400,1013-197-18,261300 (0056),18,1013,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI
8 (8),197,Vote by Mail,7401,1013-197-561,261300 (0056),561,1013,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,skipped
8 (8),197,Vote by Mail,7402,1013-197-407,261300 (0056),407,1013,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),197,Vote by Mail,7403,1013-197-300,261300 (0056),300,1013,NICK PILCH,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO
8 (8),197,Vote by Mail,7404,1013-197-250,261300 (0056),250,1013,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),197,Vote by Mail,7405,1013-197-179,261300 (0056),179,1013,JOHN ANTHONY MIKI,overvote,overvote,skipped,skipped
8 (8),197,Vote by Mail,7406,1013-197-131,261300 (0056),131,1013,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,skipped,skipped
8 (8),197,Vote by Mail,7407,1013-197-65,261300 (0056),65,1013,NICK PILCH,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ
8 (8),197,Vote by Mail,7408,1013-197-21,261300 (0056),21,1013,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,skipped,skipped,skipped
8 (8),197,Vote by Mail,7409,1013-197-598,261300 (0056),598,1013,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,NICK PILCH,JEREMIAH GARRETT PINGUELO
8 (8),197,Vote by Mail,7410,1013-197-593,261300 (0056),593,1013,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,skipped
