Cast Vote Record,Precinct,Ballot Style,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11
8471,Portland 1-1,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Chann, Marpheen S.","Washburn, Patricia J.","Grant, Benjamin K.","Condrey, Lawson T.",undervote,undervote,undervote,undervote
8472,Portland 1-1,Ballot Style 1,"Chann, Marpheen S.","Condrey, Lawson T.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Washburn, Patricia J.",undervote,undervote,undervote,undervote,undervote
8473,Portland 1-1,Ballot Style 1,"Buxton, Catherine A.","Chann, Marpheen S.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.",undervote,undervote,undervote,undervote,undervote,undervote
8474,Portland 1-1,Ballot Style 1,"Grant, Benjamin K.","Houseal, Ian P.","Condrey, Lawson T.","DiMillo, Steven A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8475,Portland 1-1,Ballot Style 1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
8476,Portland 1-1,Ballot Style 1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Rovelto, Hope R.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8477,Portland 1-1,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.","Washburn, Patricia J.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8478,Portland 1-1,Ballot Style 1,"Grant, Benjamin K.","Houseal, Ian P.","Washburn, Patricia J.","Bailey, William M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8479,Portland 1-1,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
8480,Portland 1-1,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8481,Portland 1-1,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Buxton, Catherine A.","Grant, Benjamin K.","Washburn, Patricia J.","Condrey, Lawson T.",undervote,undervote,undervote,undervote,undervote
8482,Portland 1-1,Ballot Style 1,"Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8483,Portland 1-1,Ballot Style 1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Houseal, Ian P.","Washburn, Patricia J.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8484,Portland 1-1,Ballot Style 1,"Chann, Marpheen S.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8485,Portland 1-1,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.","Chann, Marpheen S.",undervote,undervote,undervote,undervote,undervote,undervote
8486,Portland 1-1,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Chann, Marpheen S.","Condrey, Lawson T.","Emerson, Anthony M.",undervote,undervote,undervote,undervote,undervote
8487,Portland 1-1,Ballot Style 1,"DiMillo, Steven A.","Bailey, William M.","Rovelto, Hope R.","Chann, Marpheen S.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8488,Portland 1-1,Ballot Style 1,"Chann, Marpheen S.","Bailey, William M.","Houseal, Ian P.","Grant, Benjamin K.","DiMillo, Steven A.",undervote,undervote,undervote,undervote,undervote,undervote
8489,Portland 1-1,Ballot Style 1,"Chann, Marpheen S.","Houseal, Ian P.","DiMillo, Steven A.","Grant, Benjamin K.","Bailey, William M.","Sheikh-Yousef, Nasreen A.",undervote,undervote,undervote,undervote,undervote
8490,Portland 1-1,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Buxton, Catherine A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8491,Portland 1-1,Ballot Style 1,"Grant, Benjamin K.","Chann, Marpheen S.","Washburn, Patricia J.","DiMillo, Steven A.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Bailey, William M.","Condrey, Lawson T.","Houseal, Ian P.",undervote
8492,Portland 1-1,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Buxton, Catherine A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8493,Portland 1-1,Ballot Style 1,"DiMillo, Steven A.","Grant, Benjamin K.","Houseal, Ian P.","Bailey, William M.","Chann, Marpheen S.","Condrey, Lawson T.",undervote,undervote,undervote,undervote,undervote
8494,Portland 1-1,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Condrey, Lawson T.","Chann, Marpheen S.","Emerson, Anthony M.","Grant, Benjamin K.",undervote,undervote,undervote,undervote
8495,Portland 1-1,Ballot Style 1,"Grant, Benjamin K.","Chann, Marpheen S.","Condrey, Lawson T.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
8496,Portland 1-1,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
8497,Portland 1-1,Ballot Style 1,"Grant, Benjamin K.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
8498,Portland 1-1,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Chann, Marpheen S.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8499,Portland 1-1,Ballot Style 1,"DiMillo, Steven A.","Chann, Marpheen S.","Houseal, Ian P.","Condrey, Lawson T.","Grant, Benjamin K.",undervote,undervote,undervote,undervote,undervote,undervote
8500,Portland 1-1,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Grant, Benjamin K.","Chann, Marpheen S.","Condrey, Lawson T.",undervote,undervote,undervote,undervote,undervote
8501,Portland 1-1,Ballot Style 1,"Grant, Benjamin K.","Houseal, Ian P.","Buxton, Catherine A.","Emerson, Anthony M.","DiMillo, Steven A.","Condrey, Lawson T.","Washburn, Patricia J.","Chann, Marpheen S.",undervote,undervote,undervote
8502,Portland 1-1,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Chann, Marpheen S.","Emerson, Anthony M.","Grant, Benjamin K.",undervote,undervote,undervote,undervote,undervote
8503,Portland 1-1,Ballot Style 1,"DiMillo, Steven A.","Grant, Benjamin K.","Washburn, Patricia J.","Bailey, William M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8504,Portland 1-1,Ballot Style 1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Emerson, Anthony M.",undervote,"Rovelto, Hope R.",undervote,overvote,"DiMillo, Steven A.","Condrey, Lawson T.","Buxton, Catherine A."
8505,Portland 1-1,Ballot Style 1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8506,Portland 1-1,Ballot Style 1,"DiMillo, Steven A.","Bailey, William M.","Chann, Marpheen S.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
8507,Portland 1-1,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Bailey, William M.","Chann, Marpheen S.","Condrey, Lawson T.","DiMillo, Steven A.","Emerson, Anthony M.","Grant, Benjamin K.","Houseal, Ian P.","Rovelto, Hope R."
8508,Portland 1-1,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8509,Portland 1-1,Ballot Style 1,"Buxton, Catherine A.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Rovelto, Hope R.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8510,Portland 1-1,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8511,Portland 1-1,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
8512,Portland 1-1,Ballot Style 1,"Chann, Marpheen S.","DiMillo, Steven A.","Grant, Benjamin K.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
8513,Portland 1-1,Ballot Style 1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8514,Portland 1-1,Ballot Style 1,"Chann, Marpheen S.","Grant, Benjamin K.","Houseal, Ian P.","Buxton, Catherine A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8515,Portland 1-1,Ballot Style 1,"Buxton, Catherine A.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Washburn, Patricia J.",undervote,undervote,undervote,undervote,undervote,undervote
8516,Portland 1-1,Ballot Style 1,"Bailey, William M.","Houseal, Ian P.","Grant, Benjamin K.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
8517,Portland 1-1,Ballot Style 1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
8518,Portland 1-1,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
8519,Portland 1-1,Ballot Style 1,overvote,"Emerson, Anthony M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
8520,Portland 1-1,Ballot Style 1,"Chann, Marpheen S.","Houseal, Ian P.","DiMillo, Steven A.","Bailey, William M.","Grant, Benjamin K.",undervote,undervote,undervote,undervote,undervote,undervote
8521,Portland 1-1,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Grant, Benjamin K.","Chann, Marpheen S.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8522,Portland 1-1,Ballot Style 1,"Buxton, Catherine A.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Condrey, Lawson T.","Washburn, Patricia J.","Emerson, Anthony M.","Houseal, Ian P.","Bailey, William M.","DiMillo, Steven A.","Rovelto, Hope R."
8523,Portland 1-1,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Rovelto, Hope R.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8524,Portland 1-1,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Buxton, Catherine A.","Emerson, Anthony M.","Washburn, Patricia J.",undervote,undervote,undervote,undervote,undervote,undervote
8525,Portland 1-1,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Grant, Benjamin K.","Emerson, Anthony M.","Chann, Marpheen S.",undervote,undervote,undervote,undervote,undervote
8526,Portland 1-1,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.","Grant, Benjamin K.",undervote,undervote,undervote,undervote,undervote,undervote
8527,Portland 1-1,Ballot Style 1,"Grant, Benjamin K.","Chann, Marpheen S.","Houseal, Ian P.","Buxton, Catherine A.","Condrey, Lawson T.","DiMillo, Steven A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Bailey, William M.",undervote
8528,Portland 1-1,Ballot Style 1,"Grant, Benjamin K.","Chann, Marpheen S.","Condrey, Lawson T.","Buxton, Catherine A.","Houseal, Ian P.",undervote,undervote,undervote,undervote,undervote,undervote
8529,Portland 1-1,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Grant, Benjamin K.","Emerson, Anthony M.","Condrey, Lawson T.","Washburn, Patricia J.","Houseal, Ian P.","Chann, Marpheen S.","Bailey, William M.","DiMillo, Steven A.",undervote
8530,Portland 1-1,Ballot Style 1,"DiMillo, Steven A.","Emerson, Anthony M.","Grant, Benjamin K.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
8531,Portland 1-1,Ballot Style 1,"Grant, Benjamin K.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
8532,Portland 1-1,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Condrey, Lawson T.","Chann, Marpheen S.",undervote,undervote,undervote,undervote,undervote,"DiMillo, Steven A."
8533,Portland 1-1,Ballot Style 1,"Emerson, Anthony M.","Chann, Marpheen S.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Houseal, Ian P.","Washburn, Patricia J.","Grant, Benjamin K.","Condrey, Lawson T.",undervote,undervote,undervote
8534,Portland 1-1,Ballot Style 1,"Bailey, William M.","DiMillo, Steven A.","Chann, Marpheen S.","Grant, Benjamin K.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8535,Portland 1-1,Ballot Style 1,"Grant, Benjamin K.","Buxton, Catherine A.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Condrey, Lawson T.","Chann, Marpheen S.",undervote,undervote,undervote,undervote
8536,Portland 1-1,Ballot Style 1,"Bailey, William M.","DiMillo, Steven A.","Emerson, Anthony M.","Grant, Benjamin K.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8537,Portland 1-1,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Chann, Marpheen S.","Grant, Benjamin K.","Condrey, Lawson T.","Emerson, Anthony M.","DiMillo, Steven A.","Houseal, Ian P.","Bailey, William M.","Rovelto, Hope R."
8538,Portland 1-1,Ballot Style 1,"Chann, Marpheen S.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8539,Portland 1-1,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.","Grant, Benjamin K.","Chann, Marpheen S.","Condrey, Lawson T.",undervote,undervote,undervote,undervote
8540,Portland 1-1,Ballot Style 1,"DiMillo, Steven A.","Grant, Benjamin K.","Chann, Marpheen S.","Condrey, Lawson T.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8541,Portland 1-1,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Chann, Marpheen S.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8542,Portland 1-1,Ballot Style 1,"Buxton, Catherine A.","Condrey, Lawson T.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8543,Portland 1-1,Ballot Style 1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Grant, Benjamin K.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8544,Portland 1-1,Ballot Style 1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8545,Portland 1-1,Ballot Style 1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Houseal, Ian P.","Washburn, Patricia J.","Buxton, Catherine A.","Condrey, Lawson T.","DiMillo, Steven A.",undervote,undervote,undervote,undervote
8546,Portland 1-1,Ballot Style 1,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
8547,Portland 1-1,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
8548,Portland 1-1,Ballot Style 1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Buxton, Catherine A.","Chann, Marpheen S.",undervote,undervote,undervote,undervote,undervote,undervote
8549,Portland 1-1,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8550,Portland 1-1,Ballot Style 1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Washburn, Patricia J.","Houseal, Ian P.","DiMillo, Steven A.","Condrey, Lawson T.","Grant, Benjamin K.","Emerson, Anthony M.","Bailey, William M.",undervote
8551,Portland 1-1,Ballot Style 1,"Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8552,Portland 1-1,Ballot Style 1,"Grant, Benjamin K.","Houseal, Ian P.","Condrey, Lawson T.","Chann, Marpheen S.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.",undervote,undervote,undervote,undervote,undervote
8553,Portland 1-1,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Condrey, Lawson T.","Washburn, Patricia J.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8554,Portland 1-1,Ballot Style 1,"Washburn, Patricia J.","Grant, Benjamin K.","Bailey, William M.","Houseal, Ian P.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8555,Portland 1-1,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Buxton, Catherine A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8556,Portland 1-1,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Houseal, Ian P.","DiMillo, Steven A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
8557,Portland 1-1,Ballot Style 1,"Rovelto, Hope R.","Emerson, Anthony M.","DiMillo, Steven A.","Sheikh-Yousef, Nasreen A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
8558,Portland 1-1,Ballot Style 1,"Grant, Benjamin K.","Washburn, Patricia J.","Bailey, William M.","Houseal, Ian P.","Buxton, Catherine A.","Condrey, Lawson T.",undervote,undervote,undervote,undervote,undervote
8559,Portland 1-1,Ballot Style 1,"Buxton, Catherine A.","Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Chann, Marpheen S.","Washburn, Patricia J.","Emerson, Anthony M.","DiMillo, Steven A.",undervote,undervote,undervote
