rank1,rank2,rank3,rank4,rank5
Bob Kiss,Hinda Miller,Kevin Curley,skipped,skipped
Hinda Miller,Bob Kiss,Loyal Ploof,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Hinda Miller,skipped,skipped,skipped,skipped
Bob Kiss,Kevin Curley,Loyal Ploof,Hinda Miller,Louie the Cowman Beaudin
Hinda Miller,Kevin Curley,Bob Kiss,Louie the Cowman Beaudin,Loyal Ploof
Kevin Curley,Bob Kiss,Loyal Ploof,Hinda Miller,Louie the Cowman Beaudin
Kevin Curley,Hinda Miller,Loyal Ploof,Bob Kiss,Louie the Cowman Beaudin
Kevin Curley,Hinda Miller,skipped,skipped,skipped
Kevin Curley,Louie the Cowman Beaudin,Bob Kiss,Loyal Ploof,Hinda Miller
Kevin Curley,Hinda Miller,Loyal Ploof,Bob Kiss,Louie the Cowman Beaudin
Kevin Curley,skipped,skipped,skipped,skipped
Bob Kiss,Hinda Miller,skipped,skipped,skipped
Kevin Curley,Louie the Cowman Beaudin,Loyal Ploof,skipped,skipped
Hinda Miller,Bob Kiss,Louie the Cowman Beaudin,Loyal Ploof,Kevin Curley
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Kevin Curley,Write-Ins,Bob Kiss,skipped,skipped
Kevin Curley,Hinda Miller,skipped,skipped,skipped
Kevin Curley,Hinda Miller,skipped,skipped,skipped
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Kevin Curley,Louie the Cowman Beaudin,skipped,skipped,skipped
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Hinda Miller,skipped,skipped,skipped,skipped
Bob Kiss,Louie the Cowman Beaudin,skipped,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Kevin Curley,Loyal Ploof,Bob Kiss,skipped,skipped
Bob Kiss,Hinda Miller,skipped,skipped,skipped
Bob Kiss,skipped,skipped,skipped,skipped
Bob Kiss,Hinda Miller,skipped,skipped,skipped
Hinda Miller,Kevin Curley,Louie the Cowman Beaudin,Bob Kiss,Loyal Ploof
Bob Kiss,Hinda Miller,skipped,skipped,skipped
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Kevin Curley,Hinda Miller,Loyal Ploof,Bob Kiss,Louie the Cowman Beaudin
Bob Kiss,Hinda Miller,Loyal Ploof,Louie the Cowman Beaudin,Kevin Curley
Louie the Cowman Beaudin,Write-Ins,skipped,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Hinda Miller,Kevin Curley,skipped,skipped,skipped
Kevin Curley,Hinda Miller,Bob Kiss,skipped,skipped
Hinda Miller,Kevin Curley,skipped,skipped,skipped
Bob Kiss,Hinda Miller,Louie the Cowman Beaudin,Kevin Curley,Loyal Ploof
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Hinda Miller,Kevin Curley,skipped,skipped,skipped
Kevin Curley,Hinda Miller,skipped,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Hinda Miller,Bob Kiss,Kevin Curley,skipped,skipped
Kevin Curley,Hinda Miller,Loyal Ploof,Louie the Cowman Beaudin,skipped
Kevin Curley,Hinda Miller,Loyal Ploof,skipped,skipped
Kevin Curley,Bob Kiss,Hinda Miller,skipped,skipped
Bob Kiss,Hinda Miller,skipped,skipped,skipped
Bob Kiss,Hinda Miller,skipped,skipped,skipped
Hinda Miller,skipped,skipped,skipped,skipped
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Bob Kiss,Hinda Miller,Kevin Curley,skipped,skipped
Bob Kiss,Hinda Miller,skipped,skipped,skipped
Kevin Curley,Bob Kiss,Loyal Ploof,Hinda Miller,Louie the Cowman Beaudin
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Kevin Curley,Louie the Cowman Beaudin,Loyal Ploof,Hinda Miller,Bob Kiss
Kevin Curley,Bob Kiss,Loyal Ploof,Hinda Miller,Louie the Cowman Beaudin
Kevin Curley,skipped,skipped,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Kevin Curley,Hinda Miller,skipped,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Kevin Curley,Hinda Miller,Bob Kiss,skipped,skipped
Kevin Curley,Bob Kiss,Loyal Ploof,Louie the Cowman Beaudin,Hinda Miller
Kevin Curley,Louie the Cowman Beaudin,Loyal Ploof,skipped,skipped
Bob Kiss,Loyal Ploof,Louie the Cowman Beaudin,skipped,skipped
Hinda Miller,Bob Kiss,Louie the Cowman Beaudin,skipped,skipped
Kevin Curley,Hinda Miller,skipped,skipped,skipped
Bob Kiss,Hinda Miller,Kevin Curley,skipped,skipped
Kevin Curley,Hinda Miller,Bob Kiss,skipped,skipped
Bob Kiss,Louie the Cowman Beaudin,Loyal Ploof,skipped,skipped
Bob Kiss,Hinda Miller,Kevin Curley,skipped,skipped
Bob Kiss,Hinda Miller,skipped,skipped,skipped
Bob Kiss,Kevin Curley,skipped,skipped,skipped
Kevin Curley,Louie the Cowman Beaudin,Hinda Miller,skipped,skipped
Kevin Curley,Hinda Miller,skipped,skipped,skipped
Hinda Miller,Kevin Curley,Bob Kiss,Loyal Ploof,Louie the Cowman Beaudin
Hinda Miller,Kevin Curley,Bob Kiss,skipped,skipped
Hinda Miller,Bob Kiss,Kevin Curley,Louie the Cowman Beaudin,Loyal Ploof
Hinda Miller,Kevin Curley,skipped,skipped,skipped
Hinda Miller,skipped,skipped,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Bob Kiss,Hinda Miller,Write-Ins,skipped,skipped
Bob Kiss,Kevin Curley,Hinda Miller,skipped,skipped
Hinda Miller,Bob Kiss,Kevin Curley,skipped,skipped
Kevin Curley,Louie the Cowman Beaudin,Hinda Miller,Bob Kiss,Loyal Ploof
Kevin Curley,skipped,skipped,skipped,skipped
Kevin Curley,overvote,overvote,skipped,skipped
Hinda Miller,Bob Kiss,Kevin Curley,skipped,skipped
Kevin Curley,Hinda Miller,skipped,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Hinda Miller,Bob Kiss,Kevin Curley,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Kevin Curley,Louie the Cowman Beaudin,Bob Kiss,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Kevin Curley,Louie the Cowman Beaudin,Bob Kiss,Loyal Ploof,Hinda Miller
Bob Kiss,Write-Ins,skipped,skipped,skipped
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Hinda Miller,Louie the Cowman Beaudin,Bob Kiss,Loyal Ploof,skipped
Hinda Miller,Kevin Curley,Loyal Ploof,Louie the Cowman Beaudin,Bob Kiss
Hinda Miller,Bob Kiss,Loyal Ploof,Kevin Curley,Louie the Cowman Beaudin
Hinda Miller,Loyal Ploof,Bob Kiss,skipped,skipped
Kevin Curley,Hinda Miller,Bob Kiss,skipped,skipped
Kevin Curley,Hinda Miller,Louie the Cowman Beaudin,skipped,skipped
Kevin Curley,Hinda Miller,Bob Kiss,skipped,skipped
Kevin Curley,Hinda Miller,Bob Kiss,Loyal Ploof,Louie the Cowman Beaudin
Kevin Curley,Hinda Miller,Loyal Ploof,skipped,skipped
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Bob Kiss,Hinda Miller,skipped,skipped,skipped
Hinda Miller,Kevin Curley,Bob Kiss,Louie the Cowman Beaudin,Loyal Ploof
Hinda Miller,Kevin Curley,Bob Kiss,Louie the Cowman Beaudin,Loyal Ploof
Louie the Cowman Beaudin,Bob Kiss,Hinda Miller,Loyal Ploof,Kevin Curley
Hinda Miller,skipped,skipped,skipped,skipped
Bob Kiss,skipped,skipped,skipped,skipped
Kevin Curley,Bob Kiss,Hinda Miller,skipped,skipped
Bob Kiss,Hinda Miller,Loyal Ploof,Louie the Cowman Beaudin,Kevin Curley
Bob Kiss,skipped,skipped,skipped,skipped
Bob Kiss,Kevin Curley,skipped,skipped,skipped
overvote,Bob Kiss,skipped,skipped,skipped
overvote,Hinda Miller,skipped,skipped,skipped
Hinda Miller,Kevin Curley,Bob Kiss,Loyal Ploof,Louie the Cowman Beaudin
Kevin Curley,Louie the Cowman Beaudin,Bob Kiss,Hinda Miller,Loyal Ploof
Hinda Miller,Kevin Curley,skipped,skipped,skipped
Bob Kiss,Hinda Miller,Kevin Curley,skipped,skipped
overvote,overvote,Bob Kiss,Write-Ins,skipped
Kevin Curley,Louie the Cowman Beaudin,Loyal Ploof,Hinda Miller,Bob Kiss
Bob Kiss,Hinda Miller,Kevin Curley,skipped,skipped
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Hinda Miller,Kevin Curley,Bob Kiss,Loyal Ploof,Louie the Cowman Beaudin
Kevin Curley,Bob Kiss,Hinda Miller,Louie the Cowman Beaudin,Loyal Ploof
Kevin Curley,skipped,skipped,skipped,skipped
Loyal Ploof,Kevin Curley,skipped,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Bob Kiss,Write-Ins,Hinda Miller,skipped,skipped
Kevin Curley,Write-Ins,Louie the Cowman Beaudin,Hinda Miller,Bob Kiss
Kevin Curley,Loyal Ploof,Bob Kiss,Hinda Miller,Louie the Cowman Beaudin
Kevin Curley,Write-Ins,skipped,skipped,skipped
Kevin Curley,Louie the Cowman Beaudin,Hinda Miller,Loyal Ploof,Bob Kiss
Kevin Curley,skipped,skipped,skipped,skipped
Bob Kiss,Hinda Miller,Loyal Ploof,skipped,skipped
Kevin Curley,Bob Kiss,Louie the Cowman Beaudin,Loyal Ploof,skipped
Kevin Curley,Bob Kiss,Loyal Ploof,skipped,skipped
Kevin Curley,Louie the Cowman Beaudin,skipped,skipped,skipped
Hinda Miller,Bob Kiss,Kevin Curley,skipped,skipped
Kevin Curley,Hinda Miller,skipped,skipped,skipped
Hinda Miller,Kevin Curley,Loyal Ploof,skipped,skipped
Kevin Curley,Hinda Miller,skipped,skipped,skipped
Kevin Curley,Hinda Miller,Louie the Cowman Beaudin,Write-Ins,skipped
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Bob Kiss,Hinda Miller,Kevin Curley,Loyal Ploof,Louie the Cowman Beaudin
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Hinda Miller,Kevin Curley,Bob Kiss,Louie the Cowman Beaudin,Write-Ins
Kevin Curley,Hinda Miller,Bob Kiss,skipped,skipped
Kevin Curley,Hinda Miller,Bob Kiss,skipped,skipped
Kevin Curley,Loyal Ploof,Hinda Miller,Bob Kiss,Louie the Cowman Beaudin
Kevin Curley,Hinda Miller,Bob Kiss,Loyal Ploof,Louie the Cowman Beaudin
Hinda Miller,Kevin Curley,Louie the Cowman Beaudin,skipped,skipped
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Bob Kiss,Hinda Miller,skipped,skipped,skipped
Hinda Miller,Kevin Curley,Louie the Cowman Beaudin,skipped,skipped
Kevin Curley,Loyal Ploof,Bob Kiss,Louie the Cowman Beaudin,Hinda Miller
Kevin Curley,Loyal Ploof,Bob Kiss,Louie the Cowman Beaudin,Hinda Miller
Kevin Curley,Hinda Miller,Bob Kiss,Louie the Cowman Beaudin,Loyal Ploof
Kevin Curley,Bob Kiss,Hinda Miller,Louie the Cowman Beaudin,Loyal Ploof
Kevin Curley,Hinda Miller,Bob Kiss,Loyal Ploof,Louie the Cowman Beaudin
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Hinda Miller,Bob Kiss,Loyal Ploof,Louie the Cowman Beaudin,skipped
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Bob Kiss,Hinda Miller,Kevin Curley,skipped,skipped
Hinda Miller,skipped,skipped,skipped,skipped
Kevin Curley,Loyal Ploof,skipped,skipped,skipped
Kevin Curley,Loyal Ploof,skipped,skipped,skipped
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Hinda Miller,Kevin Curley,Louie the Cowman Beaudin,Loyal Ploof,Write-Ins
Kevin Curley,skipped,skipped,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Kevin Curley,Hinda Miller,skipped,skipped,skipped
Kevin Curley,Hinda Miller,Bob Kiss,Louie the Cowman Beaudin,Loyal Ploof
Kevin Curley,Hinda Miller,Bob Kiss,Write-Ins,Louie the Cowman Beaudin
Bob Kiss,Kevin Curley,Hinda Miller,Louie the Cowman Beaudin,Loyal Ploof
Bob Kiss,Hinda Miller,Louie the Cowman Beaudin,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Kevin Curley,Bob Kiss,Hinda Miller,skipped,skipped
Hinda Miller,Kevin Curley,skipped,skipped,skipped
Hinda Miller,Kevin Curley,Bob Kiss,skipped,skipped
Hinda Miller,skipped,skipped,skipped,skipped
Bob Kiss,skipped,skipped,skipped,skipped
Bob Kiss,Kevin Curley,Hinda Miller,skipped,skipped
Hinda Miller,Bob Kiss,Louie the Cowman Beaudin,skipped,skipped
Kevin Curley,Bob Kiss,skipped,skipped,skipped
Hinda Miller,Loyal Ploof,Bob Kiss,skipped,skipped
Kevin Curley,Hinda Miller,skipped,skipped,skipped
Kevin Curley,Bob Kiss,Louie the Cowman Beaudin,skipped,skipped
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Bob Kiss,Kevin Curley,skipped,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Louie the Cowman Beaudin,Bob Kiss,Hinda Miller,Kevin Curley,Loyal Ploof
Kevin Curley,Bob Kiss,Hinda Miller,Louie the Cowman Beaudin,Write-Ins
Kevin Curley,Bob Kiss,skipped,skipped,skipped
Hinda Miller,Kevin Curley,Bob Kiss,overvote,Louie the Cowman Beaudin
Bob Kiss,Kevin Curley,Hinda Miller,Loyal Ploof,Louie the Cowman Beaudin
Hinda Miller,skipped,skipped,skipped,skipped
Kevin Curley,Louie the Cowman Beaudin,skipped,skipped,skipped
Louie the Cowman Beaudin,Bob Kiss,Hinda Miller,Kevin Curley,Loyal Ploof
Write-Ins,skipped,skipped,skipped,skipped
Louie the Cowman Beaudin,Hinda Miller,Kevin Curley,Bob Kiss,Loyal Ploof
Kevin Curley,skipped,skipped,skipped,skipped
Kevin Curley,Bob Kiss,Loyal Ploof,Louie the Cowman Beaudin,Hinda Miller
Hinda Miller,Kevin Curley,Louie the Cowman Beaudin,Bob Kiss,Loyal Ploof
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Bob Kiss,Hinda Miller,skipped,skipped,skipped
Hinda Miller,skipped,skipped,skipped,skipped
Hinda Miller,skipped,skipped,skipped,skipped
Kevin Curley,Hinda Miller,Bob Kiss,skipped,skipped
Hinda Miller,skipped,skipped,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Hinda Miller,Kevin Curley,Louie the Cowman Beaudin,Loyal Ploof,Bob Kiss
Hinda Miller,skipped,skipped,skipped,skipped
Kevin Curley,Hinda Miller,Bob Kiss,Loyal Ploof,Louie the Cowman Beaudin
Kevin Curley,Hinda Miller,Bob Kiss,Loyal Ploof,Louie the Cowman Beaudin
Kevin Curley,Hinda Miller,Bob Kiss,skipped,skipped
Hinda Miller,Kevin Curley,skipped,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Hinda Miller,Kevin Curley,Bob Kiss,Loyal Ploof,Louie the Cowman Beaudin
Kevin Curley,Bob Kiss,Hinda Miller,skipped,skipped
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Bob Kiss,Hinda Miller,skipped,skipped,skipped
Hinda Miller,Bob Kiss,Loyal Ploof,Louie the Cowman Beaudin,Kevin Curley
Kevin Curley,Bob Kiss,Louie the Cowman Beaudin,Loyal Ploof,Hinda Miller
Bob Kiss,Kevin Curley,Hinda Miller,Loyal Ploof,Louie the Cowman Beaudin
Hinda Miller,Kevin Curley,skipped,skipped,skipped
Hinda Miller,Kevin Curley,Bob Kiss,Louie the Cowman Beaudin,Loyal Ploof
Hinda Miller,Kevin Curley,Loyal Ploof,Louie the Cowman Beaudin,Bob Kiss
Hinda Miller,Kevin Curley,skipped,skipped,skipped
Kevin Curley,Hinda Miller,Bob Kiss,skipped,skipped
Kevin Curley,Louie the Cowman Beaudin,skipped,skipped,skipped
Bob Kiss,Kevin Curley,Hinda Miller,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Hinda Miller,Kevin Curley,skipped,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Bob Kiss,Kevin Curley,Hinda Miller,skipped,skipped
Hinda Miller,skipped,skipped,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Hinda Miller,Kevin Curley,Bob Kiss,Loyal Ploof,Louie the Cowman Beaudin
Hinda Miller,Kevin Curley,skipped,skipped,skipped
Bob Kiss,Kevin Curley,skipped,skipped,skipped
Bob Kiss,Kevin Curley,Loyal Ploof,Hinda Miller,Louie the Cowman Beaudin
Kevin Curley,Hinda Miller,Loyal Ploof,Bob Kiss,Louie the Cowman Beaudin
Hinda Miller,Kevin Curley,skipped,skipped,skipped
Kevin Curley,Bob Kiss,Hinda Miller,Louie the Cowman Beaudin,Loyal Ploof
Kevin Curley,Louie the Cowman Beaudin,Loyal Ploof,skipped,skipped
Kevin Curley,Louie the Cowman Beaudin,Loyal Ploof,skipped,skipped
Bob Kiss,Hinda Miller,skipped,skipped,skipped
Kevin Curley,Bob Kiss,Hinda Miller,Loyal Ploof,Louie the Cowman Beaudin
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Kevin Curley,Louie the Cowman Beaudin,skipped,skipped,skipped
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Hinda Miller,Bob Kiss,Loyal Ploof,Louie the Cowman Beaudin,Kevin Curley
Hinda Miller,skipped,skipped,skipped,skipped
Hinda Miller,Loyal Ploof,skipped,skipped,skipped
Hinda Miller,Bob Kiss,Loyal Ploof,Louie the Cowman Beaudin,Kevin Curley
Kevin Curley,Bob Kiss,Loyal Ploof,Louie the Cowman Beaudin,Hinda Miller
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Hinda Miller,skipped,skipped,skipped,skipped
Hinda Miller,Bob Kiss,Loyal Ploof,Kevin Curley,Louie the Cowman Beaudin
Kevin Curley,Hinda Miller,skipped,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Hinda Miller,Loyal Ploof,Louie the Cowman Beaudin,Bob Kiss,Kevin Curley
Hinda Miller,Kevin Curley,Bob Kiss,Loyal Ploof,Louie the Cowman Beaudin
Kevin Curley,skipped,skipped,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Hinda Miller,Kevin Curley,skipped,skipped,skipped
Hinda Miller,Write-Ins,skipped,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Hinda Miller,skipped,skipped,skipped,skipped
Bob Kiss,Hinda Miller,skipped,skipped,skipped
Kevin Curley,Hinda Miller,skipped,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Bob Kiss,Hinda Miller,Kevin Curley,skipped,skipped
Kevin Curley,Louie the Cowman Beaudin,Loyal Ploof,Bob Kiss,Hinda Miller
Kevin Curley,Louie the Cowman Beaudin,Hinda Miller,skipped,skipped
Bob Kiss,Hinda Miller,skipped,skipped,skipped
Bob Kiss,Hinda Miller,skipped,skipped,skipped
Bob Kiss,Kevin Curley,skipped,skipped,skipped
Bob Kiss,Hinda Miller,Kevin Curley,skipped,skipped
Kevin Curley,Hinda Miller,Bob Kiss,skipped,skipped
Kevin Curley,Bob Kiss,skipped,skipped,skipped
Kevin Curley,Louie the Cowman Beaudin,Bob Kiss,Hinda Miller,Loyal Ploof
Hinda Miller,Kevin Curley,Loyal Ploof,Bob Kiss,Louie the Cowman Beaudin
Kevin Curley,Louie the Cowman Beaudin,Hinda Miller,Bob Kiss,Loyal Ploof
Kevin Curley,skipped,skipped,skipped,skipped
Kevin Curley,Hinda Miller,Bob Kiss,skipped,skipped
Bob Kiss,Hinda Miller,Loyal Ploof,skipped,skipped
Kevin Curley,Bob Kiss,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped
Hinda Miller,Bob Kiss,Kevin Curley,Louie the Cowman Beaudin,Loyal Ploof
Bob Kiss,Kevin Curley,skipped,skipped,skipped
Hinda Miller,Kevin Curley,Bob Kiss,Loyal Ploof,Louie the Cowman Beaudin
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Kevin Curley,Hinda Miller,skipped,skipped,skipped
Kevin Curley,Bob Kiss,Hinda Miller,Louie the Cowman Beaudin,Loyal Ploof
Kevin Curley,Bob Kiss,Loyal Ploof,Louie the Cowman Beaudin,Hinda Miller
Bob Kiss,Kevin Curley,Hinda Miller,skipped,skipped
Louie the Cowman Beaudin,Kevin Curley,skipped,skipped,skipped
Bob Kiss,Hinda Miller,Kevin Curley,Loyal Ploof,Louie the Cowman Beaudin
Louie the Cowman Beaudin,Kevin Curley,skipped,skipped,skipped
Bob Kiss,Kevin Curley,Hinda Miller,skipped,skipped
Bob Kiss,Hinda Miller,Loyal Ploof,Louie the Cowman Beaudin,Kevin Curley
Hinda Miller,Bob Kiss,Louie the Cowman Beaudin,skipped,skipped
Hinda Miller,Kevin Curley,Bob Kiss,Loyal Ploof,Louie the Cowman Beaudin
Bob Kiss,Hinda Miller,skipped,skipped,skipped
Hinda Miller,skipped,skipped,skipped,skipped
Hinda Miller,skipped,skipped,skipped,skipped
Hinda Miller,Bob Kiss,Kevin Curley,skipped,skipped
Kevin Curley,Louie the Cowman Beaudin,skipped,skipped,skipped
Kevin Curley,Bob Kiss,skipped,skipped,skipped
Hinda Miller,Kevin Curley,Loyal Ploof,skipped,skipped
Kevin Curley,Bob Kiss,Louie the Cowman Beaudin,Loyal Ploof,Hinda Miller
Write-Ins,Hinda Miller,Bob Kiss,skipped,skipped
Kevin Curley,Bob Kiss,Write-Ins,skipped,skipped
Kevin Curley,overvote,skipped,skipped,skipped
Bob Kiss,Hinda Miller,skipped,skipped,skipped
Kevin Curley,Bob Kiss,Hinda Miller,Loyal Ploof,Louie the Cowman Beaudin
Kevin Curley,Hinda Miller,Bob Kiss,Loyal Ploof,Louie the Cowman Beaudin
Bob Kiss,skipped,skipped,skipped,skipped
Kevin Curley,Bob Kiss,Hinda Miller,Louie the Cowman Beaudin,Loyal Ploof
Kevin Curley,skipped,skipped,skipped,skipped
Kevin Curley,Louie the Cowman Beaudin,Loyal Ploof,skipped,skipped
Hinda Miller,Bob Kiss,Loyal Ploof,Louie the Cowman Beaudin,skipped
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Hinda Miller,Kevin Curley,Bob Kiss,Loyal Ploof,Louie the Cowman Beaudin
Kevin Curley,Bob Kiss,Hinda Miller,Loyal Ploof,Louie the Cowman Beaudin
Hinda Miller,Bob Kiss,Kevin Curley,Louie the Cowman Beaudin,Loyal Ploof
Kevin Curley,skipped,skipped,skipped,skipped
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Bob Kiss,Louie the Cowman Beaudin,Kevin Curley,Write-Ins,Hinda Miller
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Kevin Curley,Louie the Cowman Beaudin,Loyal Ploof,skipped,skipped
Bob Kiss,Hinda Miller,Louie the Cowman Beaudin,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Kevin Curley,Bob Kiss,skipped,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Kevin Curley,Bob Kiss,Hinda Miller,Loyal Ploof,Louie the Cowman Beaudin
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Bob Kiss,Hinda Miller,skipped,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Hinda Miller,Bob Kiss,Write-Ins,Louie the Cowman Beaudin,Kevin Curley
Kevin Curley,Louie the Cowman Beaudin,skipped,skipped,skipped
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Hinda Miller,Bob Kiss,Kevin Curley,skipped,skipped
Kevin Curley,Hinda Miller,Bob Kiss,skipped,skipped
Kevin Curley,Hinda Miller,Bob Kiss,Loyal Ploof,Louie the Cowman Beaudin
Hinda Miller,skipped,skipped,skipped,skipped
Kevin Curley,Louie the Cowman Beaudin,Hinda Miller,Bob Kiss,Loyal Ploof
Hinda Miller,Bob Kiss,skipped,skipped,skipped
Hinda Miller,Bob Kiss,Louie the Cowman Beaudin,Kevin Curley,Loyal Ploof
Kevin Curley,skipped,skipped,skipped,skipped
Bob Kiss,Hinda Miller,Loyal Ploof,Louie the Cowman Beaudin,skipped
Kevin Curley,Louie the Cowman Beaudin,Loyal Ploof,Bob Kiss,Hinda Miller
Hinda Miller,Louie the Cowman Beaudin,Loyal Ploof,Bob Kiss,Kevin Curley
Kevin Curley,skipped,skipped,skipped,skipped
Kevin Curley,Louie the Cowman Beaudin,Loyal Ploof,Bob Kiss,Hinda Miller
Hinda Miller,Kevin Curley,Bob Kiss,Louie the Cowman Beaudin,Loyal Ploof
Kevin Curley,Hinda Miller,Louie the Cowman Beaudin,Loyal Ploof,Bob Kiss
Bob Kiss,Hinda Miller,Write-Ins,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Bob Kiss,Hinda Miller,Louie the Cowman Beaudin,Kevin Curley,Loyal Ploof
Bob Kiss,Kevin Curley,Hinda Miller,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Kevin Curley,skipped,skipped,skipped,skipped
Hinda Miller,Bob Kiss,overvote,Louie the Cowman Beaudin,Kevin Curley
Bob Kiss,Hinda Miller,skipped,skipped,skipped
Hinda Miller,Loyal Ploof,Bob Kiss,Kevin Curley,Louie the Cowman Beaudin
Bob Kiss,Kevin Curley,skipped,skipped,skipped
Hinda Miller,Loyal Ploof,Bob Kiss,Louie the Cowman Beaudin,Kevin Curley
Hinda Miller,Louie the Cowman Beaudin,Kevin Curley,Write-Ins,Bob Kiss
Hinda Miller,Louie the Cowman Beaudin,Loyal Ploof,Bob Kiss,Kevin Curley
Hinda Miller,skipped,skipped,skipped,skipped
Bob Kiss,Hinda Miller,Loyal Ploof,Louie the Cowman Beaudin,Kevin Curley
